Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr},,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,xxxxxxxxxxxxxxxx,Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr},,,,,,,,,,,,,,,,,,
10/21/2001,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.4,3.5,58,100067,9999,9999,296,9999,1,0,9999,9999,9999,9999,217,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,10.9,3.7,61,100077,9999,9999,312,9999,0,0,9999,9999,9999,9999,232,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.4,4.8,64,100134,9999,9999,315,9999,0,0,9999,9999,9999,9999,251,4.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,10.9,5.2,68,100198,9999,9999,313,9999,-1,0,9999,9999,9999,9999,284,5.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,9.2,5.1,75,100343,9999,9999,298,9999,0,0,9999,9999,9999,9999,288,5.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,9.1,4.5,73,100403,9999,9999,300,9999,0,0,9999,9999,9999,9999,291,5.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,9.7,3.7,66,100438,9999,9999,299,9999,0,0,9999,9999,9999,9999,283,5.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,10.2,2.2,58,100492,9999,9999,290,9999,-1,7,9999,9999,9999,9999,273,5.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,10.8,0.8,50,100511,9999,9999,291,9999,249,39,9999,9999,9999,9999,276,5.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.2,0.5,48,100495,9999,9999,292,9999,592,65,9999,9999,9999,9999,282,5.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.9,0.2,45,100503,9999,9999,295,9999,521,123,9999,9999,9999,9999,276,6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,10.9,2.3,56,100586,9999,9999,293,9999,596,203,9999,9999,9999,9999,243,2.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.4,1.6,51,100629,9999,9999,330,9999,234,229,9999,9999,9999,9999,306,3.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.1,1,50,100689,9999,9999,310,9999,332,183,9999,9999,9999,9999,279,4.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,9.9,1.4,55,100743,9999,9999,297,9999,271,176,9999,9999,9999,9999,274,3.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.8,1.5,60,100816,9999,9999,283,9999,152,175,9999,9999,9999,9999,273,1.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.6,2.1,64,100870,9999,9999,283,9999,473,99,9999,9999,9999,9999,301,2.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.5,2.8,67,100917,9999,9999,300,9999,318,67,9999,9999,9999,9999,300,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.9,3.1,72,100969,9999,9999,316,9999,57,5,9999,9999,9999,9999,313,2.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/21/2001,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.2,3.4,77,100990,9999,9999,322,9999,-1,0,9999,9999,9999,9999,315,2.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6,4.2,89,101027,9999,9999,317,9999,0,0,9999,9999,9999,9999,300,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.8,4.5,92,101056,9999,9999,308,9999,1,0,9999,9999,9999,9999,277,1.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.9,4.5,91,101134,9999,9999,308,9999,1,0,9999,9999,9999,9999,292,3.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.3,3.6,89,101215,9999,9999,281,9999,0,0,9999,9999,9999,9999,300,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.9,2.5,85,101301,9999,9999,283,9999,-1,0,9999,9999,9999,9999,307,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,1.7,82,101428,9999,9999,282,9999,0,0,9999,9999,9999,9999,307,2.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.8,1.5,85,101523,9999,9999,296,9999,0,0,9999,9999,9999,9999,309,2.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4,1.8,86,101537,9999,9999,306,9999,0,-1,9999,9999,9999,9999,275,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,1.8,83,101646,9999,9999,307,9999,0,0,9999,9999,9999,9999,289,3.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5,1.4,78,101728,9999,9999,310,9999,1,0,9999,9999,9999,9999,295,4.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6,1,70,101785,9999,9999,314,9999,1,0,9999,9999,9999,9999,302,3.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.7,1,67,101843,9999,9999,317,9999,0,6,9999,9999,9999,9999,304,5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.6,1.6,70,101887,9999,9999,317,9999,6,48,9999,9999,9999,9999,299,5.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.3,1.3,66,101878,9999,9999,311,9999,456,70,9999,9999,9999,9999,294,5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.5,0.3,57,101828,9999,9999,315,9999,15,116,9999,9999,9999,9999,283,5.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.9,0.7,56,101836,9999,9999,318,9999,28,194,9999,9999,9999,9999,287,3.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,9.8,0.8,54,101828,9999,9999,322,9999,4,217,9999,9999,9999,9999,290,3.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,9.5,0.6,54,101869,9999,9999,302,9999,289,247,9999,9999,9999,9999,281,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.8,0.9,58,101897,9999,9999,326,9999,313,199,9999,9999,9999,9999,270,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.9,1,62,101946,9999,9999,322,9999,64,154,9999,9999,9999,9999,270,1.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.2,0.8,68,101943,9999,9999,306,9999,231,111,9999,9999,9999,9999,270,0.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.4,0.9,73,101944,9999,9999,286,9999,380,52,9999,9999,9999,9999,270,0.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.1,0.9,74,101961,9999,9999,284,9999,53,5,9999,9999,9999,9999,270,0.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/22/2001,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5,1,75,101993,9999,9999,286,9999,-1,0,9999,9999,9999,9999,270,0.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.7,1.3,73,102011,9999,9999,298,9999,0,0,9999,9999,9999,9999,256,1.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.2,1.6,72,102029,9999,9999,307,9999,0,0,9999,9999,9999,9999,247,1.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.6,1.9,72,102024,9999,9999,318,9999,1,0,9999,9999,9999,9999,247,1.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.2,1.9,69,102016,9999,9999,320,9999,2,0,9999,9999,9999,9999,246,2.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.1,2,66,102026,9999,9999,315,9999,2,0,9999,9999,9999,9999,247,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.2,1.8,64,102041,9999,9999,316,9999,3,0,9999,9999,9999,9999,247,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.9,1.5,64,102069,9999,9999,314,9999,2,0,9999,9999,9999,9999,243,2.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.5,1.6,62,102102,9999,9999,317,9999,1,0,9999,9999,9999,9999,248,3.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.8,1.9,62,102112,9999,9999,327,9999,1,0,9999,9999,9999,9999,247,2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,9.5,2.4,61,102115,9999,9999,332,9999,2,0,9999,9999,9999,9999,231,1.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,12,2.9,54,102068,9999,9999,344,9999,2,0,9999,9999,9999,9999,240,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,15.1,3.2,45,102019,9999,9999,349,9999,3,5,9999,9999,9999,9999,233,3.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,17.3,3.6,40,101964,9999,9999,361,9999,43,52,9999,9999,9999,9999,231,4.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,19.3,4.1,37,101876,9999,9999,372,9999,3,55,9999,9999,9999,9999,240,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,20.5,5.2,37,101801,9999,9999,379,9999,557,162,9999,9999,9999,9999,245,5.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,20.9,6.2,38,101817,9999,9999,382,9999,496,158,9999,9999,9999,9999,259,5.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,20.2,6.1,40,101880,9999,9999,389,9999,774,119,9999,9999,9999,9999,255,3.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,20.5,6.5,40,101920,9999,9999,391,9999,777,116,9999,9999,9999,9999,270,4.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,19.3,6.5,43,101947,9999,9999,385,9999,660,139,9999,9999,9999,9999,254,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,18.3,6.2,45,101967,9999,9999,380,9999,228,153,9999,9999,9999,9999,254,1.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,17.7,6.3,47,101956,9999,9999,377,9999,89,111,9999,9999,9999,9999,247,1.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,16.9,6.2,49,101920,9999,9999,372,9999,77,52,9999,9999,9999,9999,247,0.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,16.7,6.3,50,101969,9999,9999,371,9999,-2,3,9999,9999,9999,9999,247,1.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/23/2001,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,16.2,6.4,52,101991,9999,9999,359,9999,0,0,9999,9999,9999,9999,247,0.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,15.4,6.3,55,101978,9999,9999,365,9999,0,0,9999,9999,9999,9999,247,0.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,14.3,6.3,59,101954,9999,9999,359,9999,1,0,9999,9999,9999,9999,247,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,15.1,6.5,57,101937,9999,9999,363,9999,1,0,9999,9999,9999,9999,247,0.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,14,6.4,60,101927,9999,9999,358,9999,1,0,9999,9999,9999,9999,247,0.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,13.2,6.8,65,101883,9999,9999,355,9999,0,0,9999,9999,9999,9999,226,0.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,12.1,6.8,70,101891,9999,9999,349,9999,1,0,9999,9999,9999,9999,225,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.8,7,72,101901,9999,9999,348,9999,1,0,9999,9999,9999,9999,225,0.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.6,7,74,101901,9999,9999,347,9999,1,0,9999,9999,9999,9999,225,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,11.1,6.8,75,101924,9999,9999,344,9999,0,0,9999,9999,9999,9999,225,0,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,13.1,8.1,72,101926,9999,9999,346,9999,0,0,9999,9999,9999,9999,225,0.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,17.2,9,59,101875,9999,9999,367,9999,1,0,9999,9999,9999,9999,229,1.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,19.8,8.1,47,101789,9999,9999,379,9999,1,5,9999,9999,9999,9999,219,2.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,21.2,8.6,44,101721,9999,9999,366,9999,39,67,9999,9999,9999,9999,231,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,21.8,9.3,45,101657,9999,9999,391,9999,155,193,9999,9999,9999,9999,226,2.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,21.8,9.7,46,101581,9999,9999,392,9999,193,251,9999,9999,9999,9999,186,1.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,22,10.2,47,101496,9999,9999,372,9999,430,273,9999,9999,9999,9999,169,1.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,22.7,10.1,45,101483,9999,9999,369,9999,499,258,9999,9999,9999,9999,184,2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
10/24/2001,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,22.3,9.9,46,101451,9999,9999,363,9999,135,310,9999,9999,9999,9999,181,1.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
